Time(s),A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12
4.760,1001.5397,1058.8353,1015.9109,982.6000,1055.8358,997.5131,1099.3456,996.4011,1071.2927,1019.9469,1191.2277,1130.7139,1150.8761,983.4410,970.0492,1161.4263,960.2436,980.3988,1009.0125,1075.2051,1018.8388,1023.9382,968.8265,1132.5998,1071.3238,1088.9262,983.5222,958.5952,972.6667,1030.0768,964.0559,1007.5670,998.5336,1020.3801,1013.6522,969.8943,981.0066,1001.2164,989.2565,983.2455,960.5789,959.1138,1070.0908,304.1423,962.2241,964.0182,1071.6117,1004.1747,750.5924,1220.5856,920.8376,1005.7046,1288.2933,883.6686,1031.0915,1055.0749,1068.3563,1115.8994,1043.8560,1165.7148,1049.5032,1057.9919,1003.4087,967.8281,965.5722,1204.9523,952.9885,1011.6653,969.5270,1443.0035,1058.7509,947.1764,1026.3094,1028.0379,938.0095,1111.2644,1297.8303,723.7639,811.1994,968.3801,974.3490,979.5931,713.1684,1004.4447,1000.0000,999.0528,1018.2041,950.9137,1082.3815,824.8256,998.5553,566.9265,958.6242,971.9229,1150.0000,641.5708
4.770,1005.9484,1086.4369,1015.9506,990.4554,1055.6581,986.5118,1101.8890,999.3826,1078.3968,1013.0159,1190.9017,1150.2436,1141.9325,988.0506,975.9409,1162.9336,963.6770,979.8771,1009.2902,1062.9140,1013.7890,1017.3005,960.4997,1131.4247,1068.0447,1077.5076,1032.3763,970.2213,961.9719,1031.6108,973.1055,1006.5724,978.7744,1009.3277,1018.0480,971.3127,984.1042,1014.3863,1006.9589,987.2738,967.0810,961.5594,1050.6470,303.5567,971.3118,958.7813,1077.6461,1025.9340,754.8382,1210.1845,930.8005,1006.6122,1278.3413,886.8244,1024.9676,1058.5090,1065.5421,1123.6466,1051.2643,1168.1033,1050.3133,1050.0072,992.8083,966.8601,961.5398,1209.1930,969.8231,1017.4798,979.6372,1450.6982,1063.7094,1078.7453,1022.4274,1019.3705,937.3130,1122.8350,1293.4698,719.3179,812.7687,966.3531,967.7684,971.4458,711.7614,999.2463,1000.0000,999.1965,1011.9595,947.8118,1089.1519,823.5688,998.4937,569.6842,954.2617,969.2084,1150.0000,605.8572
4.780,999.3774,1098.0482,1014.9768,985.8023,1055.9316,988.1999,1086.1894,1004.3920,1086.4912,1019.3187,1185.6748,1170.7900,1134.7238,979.6567,967.2458,1163.6392,966.0311,975.8847,1013.1159,1061.3937,1004.8658,1008.7296,975.1452,1112.5370,1052.1963,1071.6884,1070.6568,963.2013,978.4366,1031.5336,964.1892,993.7348,978.1098,1006.2695,1008.1908,960.4719,996.5398,1001.5606,1007.9056,977.2948,956.4826,964.6477,1035.7609,270.1883,968.8411,961.1225,1100.4328,1025.5740,752.2315,1218.5826,914.4094,1010.2372,1279.4461,888.4716,1022.9623,1054.1294,1056.3750,1129.4049,1040.2546,1169.9606,1051.8072,1049.4892,1005.2859,966.3285,970.3304,1205.5873,1014.9775,1013.1181,974.7993,1440.6832,1062.4462,950.3277,1023.6263,1018.6651,950.9984,1122.6669,1303.8423,729.0753,805.9996,970.8846,976.7044,969.2122,725.2158,1002.5972,1000.0000,1000.8682,1007.9202,953.8348,1087.6498,826.2645,997.1673,571.9803,958.8794,975.2216,1150.0000,630.1512
4.790,992.8841,1119.7101,1016.4831,985.0337,1051.1922,987.9504,1089.3034,998.7110,1091.9674,1011.6267,1175.2267,1181.5746,1135.0145,982.3958,971.7479,1154.2107,966.9186,976.2502,1000.0555,1069.4962,1016.2401,1011.2015,966.4699,1115.0656,1057.4751,1071.2295,1091.9827,964.8512,963.2011,1027.6121,957.9481,991.9289,994.1801,1010.3902,1014.6832,970.8621,986.0180,998.8539,1000.4451,976.1486,959.9767,963.9171,1041.1339,291.6709,978.7142,971.7728,1102.2999,998.2388,755.8982,1207.4260,921.6220,991.5474,1275.4770,880.8724,1012.5301,1047.3784,1056.3247,1125.6126,1037.8034,1163.9103,1052.4544,1055.0605,996.4552,962.0338,959.4122,1204.4100,1042.8035,1004.1078,971.3273,1440.0659,1059.5703,920.0700,1019.2351,1020.3862,953.6789,1114.7721,1300.7530,718.8078,800.1977,960.2095,973.1004,968.5235,713.5725,1009.9178,1000.0000,1000.7046,1010.9205,953.4588,1089.0325,825.2422,1003.0459,576.1401,963.6280,967.6834,1150.0000,633.4484
4.800,997.6136,1115.5189,1016.1264,994.3631,1048.0435,990.9794,1082.3909,997.1685,1091.3781,1012.3746,1176.3923,1180.3810,1130.2706,980.0218,961.9015,1143.1767,960.6370,975.0413,1005.7043,1060.9883,1007.2933,1013.4703,964.9769,1109.0591,1045.2861,1065.5641,1111.7109,959.2889,960.1348,1022.5744,966.7188,993.6500,995.6812,1004.0125,1012.5220,969.6099,984.0285,999.6219,1004.2216,982.3887,956.6069,966.8777,1084.8630,280.6606,962.7307,963.4457,1059.5959,1017.7833,745.5572,1208.1392,907.6443,992.0515,1280.0815,873.9742,1017.1842,1243.1193,1063.1164,1113.9675,1031.6055,1157.8835,1049.0297,1052.1733,995.7435,957.6376,960.0273,1197.2919,1027.9765,1001.3505,970.2002,1440.5539,1061.5917,974.4810,1018.2599,1016.6946,946.4117,1115.4448,1299.3499,725.2420,809.2718,970.7163,971.9763,973.2719,710.6201,1002.1055,1000.0000,1000.3307,1006.5177,1376.0201,1090.5149,828.1119,1000.6929,568.1492,967.1978,962.5297,1150.0000,625.0835
4.810,992.0060,1121.6711,1016.5660,978.8684,1042.8444,985.7194,1081.0926,998.0378,1089.1584,1010.2874,1167.0649,1187.7442,1126.8876,978.1271,965.1021,1147.9873,965.4910,967.1379,1006.0262,1054.1832,1006.6237,996.5093,962.3922,1104.0054,1042.6273,1056.8563,1128.2861,964.3625,971.9459,1031.2791,971.0067,989.1414,977.1688,997.4626,1012.9083,972.5578,995.3054,998.8604,1000.1952,974.1381,1023.9078,961.5659,1026.8648,289.8817,965.2590,966.4684,1087.4828,1016.7206,745.6108,1204.7520,908.3637,990.5020,1270.2445,874.3326,1005.9252,1244.3532,1058.6974,1119.2164,1038.3804,1152.0377,1044.7784,1041.1446,1001.8453,977.4137,961.3951,1189.0421,972.4127,1005.8772,967.2118,1446.5946,1067.5946,982.5462,1017.1329,1012.1228,948.3219,1117.4122,1296.0009,730.7073,804.0666,959.5075,969.1565,963.5201,716.1679,1007.4528,1000.0000,1000.1393,999.3595,1377.9191,1090.9093,828.8085,999.2567,574.4789,964.2199,970.6228,1150.0000,636.0181
4.820,995.4097,1123.9070,1008.3971,985.9354,1047.1922,996.1377,1068.4312,996.6241,1093.6855,1005.6971,1168.3196,1184.0839,1128.1979,981.8670,967.0222,1141.3378,960.0027,970.3006,1002.7921,1057.9810,998.5470,1001.0574,964.2300,1096.1537,1046.9698,1061.0843,1140.7183,961.7890,967.5589,1024.0841,963.7341,996.9544,957.1577,1003.4818,1012.8232,959.4418,988.6240,1000.0967,994.5888,974.5243,1055.0332,960.4603,1061.0610,296.0141,964.0899,966.5714,1087.9951,1016.2149,745.0414,1197.4842,909.2720,990.8464,1274.7137,868.4810,1009.8351,1246.1679,1058.3701,1131.7200,1034.0910,1164.1057,1038.2403,1039.3770,994.0051,978.2357,962.7082,1186.6024,942.1610,1011.4776,970.1701,1442.7290,1066.6486,983.3034,1007.4582,1008.3136,949.9537,1101.0700,1300.6624,747.6699,792.7365,957.3182,969.0635,967.3674,714.5830,1004.7713,1000.0000,999.8483,1010.6115,1384.7547,1087.4459,824.9619,1001.5689,567.4690,965.9261,972.1176,1150.0000,636.1286
4.830,989.9054,1130.6789,1013.7961,987.4565,1043.7674,991.4910,1079.4756,999.0580,1094.8676,1002.8027,1167.1507,1188.1409,1126.2201,975.0106,973.5768,1142.9031,962.6590,1007.9471,1006.4836,1050.4270,995.6500,996.8683,962.0335,1088.1380,1037.8574,1065.2487,1136.6533,961.3314,965.3150,1031.8675,970.5437,990.5461,978.2548,995.0015,1004.7130,948.8220,978.0969,1004.0242,1000.9458,975.2928,1088.2730,966.2200,998.4758,291.5165,968.4689,966.7399,1117.8984,1015.1744,743.5271,1198.0814,912.4439,989.9745,1263.8250,869.8840,1014.0476,1236.9497,1043.3328,1106.9555,1037.6958,1147.7746,1032.4144,1037.0054,986.5385,965.8537,960.8360,1190.5474,999.8549,996.3246,962.1462,1437.3135,1060.3367,1001.3532,1013.7914,1001.1920,947.0782,1104.9198,1285.9066,773.8086,795.7220,958.3622,964.8800,968.5041,722.2502,993.3264,1000.0000,998.9463,1003.9816,1377.6424,1085.3945,823.1884,1002.3517,564.9186,970.0494,942.5257,1150.0000,645.0330
4.840,995.9732,1126.1753,1006.7373,985.3111,1036.6161,992.3100,1068.4966,997.0929,1086.4296,1007.1177,1160.0388,1187.6483,1121.8409,982.5406,969.5114,1137.2923,959.4801,1052.5631,1001.4145,1050.3808,999.6059,1001.4087,968.4724,1087.3062,1036.0627,1051.0864,1143.3044,961.4411,975.2158,1018.0217,957.8852,988.7582,991.3860,995.3649,1009.6306,964.0944,994.4692,1005.6030,1000.0290,977.3557,1116.6338,968.8375,1018.6655,279.7859,963.1610,971.3018,1096.7399,992.7060,741.6053,1206.8834,904.7233,978.4594,1264.2276,880.3533,1014.5126,1239.7334,1042.6601,1105.5390,1034.6482,1150.9036,1031.1912,1037.6071,985.9057,968.1654,964.7203,1187.0446,1044.1093,1001.7284,970.0827,1448.6587,1060.4516,963.6953,1010.5987,1004.8906,943.4856,1106.4954,1318.5104,781.8128,791.5751,959.1584,965.1678,956.0012,710.2143,1011.5138,1000.0000,1001.4478,997.9699,1378.3899,1088.0103,826.8704,999.8449,567.9621,970.8070,963.4335,1150.0000,644.0552
4.850,989.9932,1126.0259,1007.5526,987.8342,1036.2474,988.6880,1062.9379,987.2467,1075.7639,1002.8603,1153.8393,1178.2857,1114.2150,972.7845,965.6438,1134.8620,960.0442,1086.0001,995.5976,1052.0878,997.9338,996.4796,967.0760,1085.5047,1037.9774,1055.7111,1135.2740,966.4687,972.6163,1025.6296,969.1718,997.3844,995.3125,992.5305,1008.4376,962.1235,978.2948,999.1419,993.6212,974.0474,1117.1352,965.3738,1004.8619,286.5309,960.7761,961.3038,1107.6581,1014.7844,746.1591,1205.9028,910.8653,982.8361,1262.1065,867.0222,1007.6311,1237.7139,1054.9229,1114.1039,1036.1869,1152.0609,1029.9293,1039.5219,992.5217,973.2508,966.6526,1182.3251,1032.4958,992.6232,976.1003,1446.1719,1068.5325,939.4768,1007.7962,1002.1645,943.8510,1102.1070,1339.4259,791.7584,800.8193,964.7783,964.0240,953.2340,711.1780,1000.1387,1000.0000,1002.3290,996.7111,1378.2297,1089.5710,818.4126,996.3263,571.0972,971.9197,976.5606,1150.0000,626.5474
4.860,995.8920,1116.1741,1016.3451,983.2535,1032.8925,986.0514,1057.9350,995.4849,1077.7415,1002.8837,1151.0561,1170.5005,1111.9205,979.6114,971.2449,1131.8487,953.8428,1117.9382,997.9049,1046.7592,990.3937,988.6722,960.4503,1073.7496,1038.7846,1049.8162,1129.1923,967.6008,971.9059,1052.5361,960.0610,993.8874,1001.1247,1001.5087,1004.8582,964.8383,997.8508,1006.1364,997.3576,978.3475,1124.1528,968.2691,1037.5615,301.0425,960.5598,958.1574,1122.7217,997.8626,745.6734,1203.1716,905.6461,982.9325,1267.9708,868.6179,997.6115,1243.4602,1040.2908,1109.7452,1035.3224,1149.7330,1027.3736,1040.1682,983.1196,984.6974,965.6795,1177.3721,1004.8376,997.4483,970.4340,1442.6171,1066.0706,971.0701,1007.0029,1012.9807,941.7767,1111.2445,1351.3198,808.4398,793.0753,972.4563,971.9491,954.3462,703.0629,1001.0696,1000.0000,999.6083,997.0064,1381.9185,1090.2906,818.9582,997.9309,576.6507,973.1290,967.7721,1150.0000,623.8215
4.870,997.4712,1121.1570,1004.7389,982.1919,1031.6447,992.2488,1064.4709,990.9114,1070.7506,995.7571,1149.3925,1168.4110,1112.6232,974.3806,960.6813,1140.2931,967.3135,1124.7977,986.5408,1041.4899,991.2018,984.0694,966.0036,1085.0052,1035.9066,1036.1391,1135.1604,957.7594,979.9356,1092.8628,966.8260,979.9901,969.5772,988.4743,998.4660,965.3301,981.5829,1003.7213,1003.3701,978.1703,1122.3729,972.1566,1008.2948,303.3148,968.1958,966.1329,1111.0540,1008.4366,739.2547,1200.2921,900.5926,972.7788,1270.2545,864.6709,997.1463,1238.6657,1048.3203,1107.7553,1040.5949,1144.1950,1019.7956,1032.3622,996.0233,962.5920,969.1498,1173.7068,966.5103,992.6134,964.8491,1445.0169,1060.0945,1078.6973,1007.2939,1006.3341,938.5224,1103.0884,1371.8879,804.7100,788.0304,961.5919,965.8565,953.5537,711.1574,1000.2114,1000.0000,999.7193,994.0101,1377.4154,1100.6542,814.3107,999.3534,570.9233,973.1354,962.5822,1150.0000,612.9758
4.880,994.4783,1109.2335,1012.2333,976.6559,1030.1874,986.6782,1059.9389,992.4927,1068.2655,996.4246,1140.4828,1172.4164,1113.9024,976.8621,965.5536,1125.4934,988.3893,1136.3925,982.9586,1041.8221,987.4346,995.2481,967.5161,1068.3084,1026.4874,1045.2604,1125.6975,963.2823,967.2476,1117.5239,967.5260,993.6699,976.9939,977.3259,997.7019,966.1648,978.8420,1010.9439,998.7447,984.4429,1140.9633,968.3744,1004.1843,282.1427,968.3705,965.7277,1113.3315,1016.0993,739.8138,1197.6435,897.8411,982.7766,1260.1853,867.6682,999.2057,1234.8182,1041.4678,1114.6880,1032.8737,1149.9422,1020.5659,1019.1713,983.6167,975.5081,969.5601,1178.2263,949.2302,986.6068,983.4863,1454.0667,1053.6085,1004.9549,1002.1617,997.8245,945.2500,1106.3552,1384.4032,812.8950,785.6685,969.0143,971.1295,947.9872,707.3603,998.5960,1000.0000,1001.1146,991.7380,1375.9744,1093.5069,818.0419,1004.6887,568.8361,976.8674,964.1814,1150.0000,643.4631
4.890,995.9607,1118.7431,1004.4385,987.0211,1023.8267,981.9074,1056.7214,992.6413,1065.3147,998.1062,1141.5919,1158.2970,1106.9910,971.2899,971.2932,1123.5178,1022.5884,1141.6865,985.6681,1041.2401,1007.7319,983.1938,966.2553,1068.7974,1024.2488,1037.0738,1126.6067,961.3622,970.6216,1130.9363,962.7162,1041.1803,968.3223,975.2458,1003.1742,956.6536,977.1681,1004.6635,996.2751,970.5151,1143.8296,958.3898,1015.4521,286.0608,968.2919,962.4784,1119.9343,1029.0159,736.5707,1191.4667,890.0199,978.1905,1259.2193,862.4262,994.4991,1226.0106,1034.5201,1101.8941,1034.7620,1136.5234,1025.4585,1017.1732,988.0948,980.0242,959.9873,1181.6022,1008.0225,997.4827,969.1682,1441.1396,1055.3203,1043.2349,999.7602,998.4483,943.5224,1106.7913,1383.2436,813.3466,788.4900,972.9104,961.4970,945.0424,698.2851,996.3041,1000.0000,1001.2463,988.2709,1377.5099,1087.7089,818.2274,1000.7482,565.7581,981.4680,976.7995,1150.0000,629.7586
4.900,993.3737,1116.7720,1015.0316,981.1022,1028.0330,984.7577,1044.3875,991.7449,1058.4322,997.4950,1136.0038,1158.3616,1104.4858,969.3552,970.8290,1119.3947,1036.5967,1144.7165,997.9734,1037.0034,990.5458,989.5586,958.2345,1062.1390,1022.8692,1040.0174,1126.7126,957.3956,962.1460,1137.8151,971.4897,1057.1127,982.1021,983.2392,993.1437,962.7628,974.1892,1003.9027,1002.4218,974.5089,1126.4234,964.6168,1012.8654,306.0131,968.5040,962.6960,1088.1760,1018.3124,732.5807,1192.6291,889.7524,968.5219,1250.2746,865.3691,993.6074,1228.9376,1039.5244,1104.0573,1038.9084,1141.2076,1015.4642,1021.6598,982.5148,979.6507,964.3919,1167.6539,1046.2307,990.9083,965.0025,1440.4819,1061.3637,941.8956,996.7662,1007.3755,941.5433,1105.6579,1384.8137,804.4788,785.9513,963.3362,968.5310,948.8219,705.7830,1002.6149,1000.0000,999.6018,991.5920,1380.4133,1093.2886,819.3358,1001.9668,574.3333,978.8584,972.2972,1150.0000,633.8590
4.910,989.4382,1108.0933,1008.3178,981.3187,1019.2928,983.2510,1039.4875,990.5102,1049.0697,995.1222,1135.7035,1148.1580,1101.7219,972.6819,965.3858,1115.5348,1057.8761,1143.2370,988.8715,1032.7677,994.3677,985.9949,959.9842,1055.4811,1022.7038,1035.3715,1118.1970,962.2553,970.9235,1144.5340,963.4926,1094.6284,973.8713,1016.6727,1001.0430,1017.1420,992.9367,996.9510,994.5990,978.0852,1129.1410,959.8913,1007.7785,283.4594,970.6619,964.9205,1118.5794,990.1024,726.2663,1196.7267,884.9208,974.8161,1262.1525,860.9224,986.9079,1224.2640,1038.9933,1097.4494,1028.3307,1138.1092,1026.7945,1022.3991,976.8391,972.5884,962.0187,1171.7637,1041.0500,996.4701,971.2121,1439.1344,1058.2960,974.2985,1002.7680,999.5046,938.2779,1097.1746,1390.3011,809.3842,789.3103,963.4928,969.7433,947.0120,700.2966,1028.2285,1000.0000,999.2314,988.5789,1378.2302,1095.5197,815.3663,1003.4026,566.9654,980.4360,959.7365,1150.0000,601.3592
4.920,985.0791,1104.3707,1005.6972,1032.7011,1022.9690,986.4027,1040.9183,986.2486,1056.4145,989.0741,1127.7427,1145.9827,1096.6737,967.5472,968.0769,1115.9902,1063.1831,1154.7687,990.5416,1027.5215,992.7860,980.3088,964.5500,1060.7299,1033.1397,1036.5512,1109.3799,969.2808,972.3327,1149.3492,960.4664,1093.2420,975.0344,1037.6685,1005.5649,1057.4881,979.6632,999.1800,997.0496,979.3986,1130.2355,966.3362,1049.6131,294.4961,964.2392,970.4618,1111.4386,1005.9795,725.2236,1191.1755,891.6758,969.9132,1252.0129,859.7306,987.8202,1222.4430,1044.0310,1110.7147,1026.7213,1141.4933,1017.5055,1016.3528,979.8000,977.2039,962.4846,1169.6481,976.2396,985.9575,970.5158,1438.6183,1061.3387,981.8439,996.5315,1000.6600,937.4299,1091.7614,1386.3984,806.9187,778.4292,970.1284,958.5839,944.1368,710.6947,1060.9546,1000.0000,999.2290,995.5033,1382.5821,1091.9550,816.4157,1001.5496,570.3106,986.0403,949.1657,1150.0000,627.6142
4.930,992.2537,1101.5722,1003.0044,1070.3682,1023.0381,979.4449,1040.1622,981.5206,1047.0961,994.3086,1130.1348,1148.4440,1105.0402,965.0101,957.7004,1110.6974,1067.4863,1150.0674,995.4666,1026.0837,983.2848,983.4860,967.7564,1051.8470,1022.6163,1031.0648,1113.9267,958.4240,971.6025,1147.7510,959.9218,1116.8005,989.4977,1039.5243,993.1517,1078.8473,977.1167,995.8180,1011.0308,978.0483,1127.2785,971.3292,1043.4548,294.3204,953.2955,968.8113,1104.2474,1006.7209,737.8195,1191.3707,887.4487,970.1221,1256.1936,860.7155,977.9721,1224.8166,1031.4028,1095.3720,1031.2076,1134.1421,1012.7225,1011.3492,990.1593,986.4249,962.5727,1167.1973,958.6006,987.9593,971.6472,1445.2994,1064.8664,1005.7869,1002.7676,1000.9243,936.5325,1106.0380,1386.7963,804.4899,781.3585,968.3048,960.4930,936.2367,707.8945,1074.2864,1000.0000,1000.5190,983.7956,1377.2620,1097.4908,815.5254,996.5821,564.4413,979.1282,953.0558,1150.0000,629.9503
4.940,991.7239,1099.6467,1000.3681,1108.7334,1017.2046,985.4057,1042.1614,983.3391,1051.1479,991.6545,1121.8897,1140.0600,1085.3586,963.7625,957.3848,1107.3037,1058.9514,1137.5032,977.6293,1032.0974,976.9267,987.4374,958.8842,1050.3981,1021.0980,1026.9871,1106.2224,966.7880,965.3011,1147.0615,960.1835,1128.5462,970.0892,1056.5832,983.8433,1081.7211,975.6362,999.0616,1002.9326,982.8732,1114.3669,969.2778,969.7715,303.6343,962.5430,955.4785,1116.4993,1005.6595,720.3421,1189.1259,893.4570,971.5152,1246.3914,852.2338,981.4054,1222.7195,1032.8403,1097.9238,1030.4997,1137.1810,1011.8463,1015.3737,985.4962,977.1529,965.6089,1155.6920,988.1104,988.0854,978.6966,1441.1136,1058.2083,967.8785,996.6700,987.3231,951.3652,1103.9999,1384.5648,802.0715,784.4324,967.6435,967.7685,945.1357,704.3357,1083.8920,1000.0000,1001.4059,985.2112,1375.4688,1103.4963,812.2008,999.0494,570.2829,993.4569,963.5054,1150.0000,648.9411
4.950,994.2234,1095.7228,999.5506,1126.4481,1022.8622,985.8175,1034.7108,983.5530,1048.8044,988.3054,1116.2154,1135.4128,1088.4407,971.9951,949.8867,1107.9193,1059.3823,1139.0050,986.6471,1028.8031,992.1354,976.4194,967.5167,1044.1227,1018.1783,1025.4938,1102.8457,968.8654,962.7290,1142.8039,969.2099,1128.4798,969.0935,1058.3128,991.7483,1104.1441,977.2223,998.3163,1006.0364,987.4495,1117.2269,974.5956,1010.0709,285.3438,963.4012,975.5273,1125.1631,991.7322,715.4866,1180.0614,891.0706,977.4750,1244.6294,851.8286,987.5633,1223.5784,1034.1937,1098.7527,1025.1499,1128.7868,1007.8196,1001.0913,983.9372,979.5069,957.4476,1180.0465,1027.1010,988.1641,979.1279,1440.6040,1059.7676,972.8527,989.9836,996.1902,940.4703,1097.0558,1380.8751,795.3037,776.8915,969.1902,962.4095,941.0824,705.2612,1091.4039,1000.0000,1001.0308,980.3149,1375.2589,1096.9246,811.4657,1001.2073,573.0781,993.0218,963.4776,1150.0000,623.2823
4.960,986.0978,1098.1007,1000.1730,1136.2968,1019.4747,986.1674,1038.4351,990.3860,1047.9356,988.5262,1117.3966,1138.0811,1089.1501,968.5876,962.8271,1099.8993,1056.9303,1141.2160,984.0859,1028.4936,986.6304,978.5197,981.5010,1045.2155,1006.7406,1032.2191,1094.4656,954.7641,964.3637,1135.9455,958.8570,1125.3058,978.7266,1056.6242,1002.2382,1112.5192,968.8816,995.7772,997.2520,981.0169,1104.0826,969.4913,997.2780,292.2113,967.2674,976.4124,1109.8191,1013.3085,726.4610,1180.4307,882.8732,961.2309,1237.7046,853.8401,978.4998,1229.8777,1029.8047,1097.0038,1030.2326,1138.3169,1013.6324,1016.5469,978.1385,981.8800,964.6855,1213.8883,1043.0023,991.6771,977.0056,1441.7202,1054.4213,905.6794,997.0911,988.0689,946.6802,1090.5531,1382.2207,806.3683,774.8214,969.5551,962.3003,937.9575,702.0516,1102.0239,1000.0000,1001.3048,975.4544,1377.3954,1104.1043,817.7157,998.1281,572.2628,996.0243,949.0350,1150.0000,617.6900
4.970,991.8847,1092.3533,999.9218,1150.3455,1013.6901,979.9289,1029.7099,986.6920,1037.2891,982.2887,1114.6476,1125.4255,1083.5296,963.9128,959.7718,1101.7722,1065.8558,1135.1787,988.0378,1028.2831,991.4903,981.0793,1013.3697,1035.4921,1010.6520,1023.9040,1094.3734,962.0229,974.3204,1140.8440,966.3577,1120.0260,965.9492,1062.3071,986.5678,1125.2632,969.7885,1003.8975,991.8781,975.5685,1110.3614,960.7890,1009.4835,293.2990,960.0506,965.1553,1119.7492,1005.0971,723.0551,1183.2288,882.0278,952.9359,1243.5721,861.0539,975.4369,1232.9564,1026.3493,1098.1786,1026.7881,1136.2775,1018.2809,998.2257,975.9975,987.5014,964.8763,1220.1837,1006.1074,982.1083,963.1960,1444.6975,1063.1382,1051.4808,998.0075,1003.0911,945.3596,1097.3687,1377.4715,797.3090,772.0732,972.7605,960.8177,936.6077,704.9355,1103.3757,1000.0000,998.8033,987.9066,1376.5053,1105.5886,807.9691,1026.4341,573.7857,998.9823,968.8057,1138.7844,622.2500
4.980,991.5599,1084.5890,998.0713,1155.1967,1018.1914,981.8185,1025.0206,987.4314,1031.0752,984.4554,1108.7011,1122.1703,1077.5593,969.6368,956.3904,1101.3431,1043.0417,1119.2628,980.7212,1021.9765,989.4584,977.0190,1015.8219,1036.3979,1012.8291,1027.4235,1085.8133,959.4466,960.0269,1123.2410,960.9926,1140.8149,964.4901,1058.9975,987.1529,1096.4030,981.3690,1001.8483,1002.1197,974.2707,1101.3737,969.2709,1001.2877,284.7736,965.5538,966.5944,1097.8716,999.1722,718.7104,1181.9329,878.0214,964.5399,1245.9045,851.9606,975.5425,1226.9970,1032.8953,1099.3467,1030.1804,1132.7379,1018.2441,1002.1046,985.0723,984.0282,974.8005,1241.1420,967.4402,980.4971,974.5118,1448.2286,1061.5890,972.7934,987.6649,996.6775,941.2580,1086.8246,1369.4846,783.8575,770.7734,967.3792,959.2768,938.8955,699.8791,1093.8568,1000.0000,1001.5153,984.2050,1377.9863,1098.5427,812.4677,1339.4588,570.2795,996.6372,965.9327,1142.9096,620.7003
4.990,991.3121,1083.6509,996.8697,1156.0053,1010.6268,1013.3677,1026.9793,980.3920,1027.4973,988.4322,1099.9194,1120.3402,1081.9987,964.3831,958.5960,1098.2558,1046.5595,1119.3215,983.3414,1022.1402,967.4002,975.8051,1029.9839,1041.3119,1014.2368,1025.4752,1087.3632,959.1971,969.9631,1132.7247,964.4289,1113.0740,974.8111,1049.4402,988.4484,1098.0272,974.9756,997.8176,1006.7544,980.7680,1094.7084,958.2607,989.7396,305.2988,959.7106,971.2816,1103.7190,1017.5595,727.2282,1182.6905,877.2427,960.2457,1238.9818,855.1468,972.0821,1222.7069,1026.0107,1094.9174,1035.7912,1131.0413,1009.5137,1009.2618,969.1821,980.6385,961.1229,1246.5146,954.7587,983.8931,969.7851,1439.0652,1063.3705,1039.3128,993.6217,985.1271,935.8686,1089.5910,1370.5898,786.8338,775.0763,965.3573,965.9187,943.9510,703.0410,1106.9193,1000.0000,999.9541,981.2434,1373.5046,1096.9737,816.8667,2514.0544,573.3207,998.8972,960.5346,1127.2862,637.4269
